Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
8035,"[0.91344688638800586, 1.0017025678432099]",0,BCR, , , , 
6720,"[0.98398609779474, 1.0568019709251502]",0,BCR,0.6,0.4286,35.2455,0.1247
10208,"[1.81448406857398, 2.8320679054849305]",0,E2A,0.9259,0.625,87.3794,0.333
9088,"[1.4889552076315702, 2.4068244651708701]",0,Hyperdip, , , , 
12196,"[0.87838953145862597, 1.2562668512713302]",0,Hyperdip,0.8438,0.7397,113.7316,0.5671
4001,"[1.0456893390804101, 1.22711160206995]",0,MLL, , , , 
9916,"[1.31890788587953, 1.4469061785525599]",0,MLL,1.0,0.2299,41.9008,0.2094
12097,"[1.1242757983358, 1.4014495531481399]",0,T, , , , 
5400,"[0.98282087952474717, 1.31658460466593]",0,T,1.0,0.8776,139.4583,0.5565
6298,"[1.4057682398703899, 2.3586332374976]",0,TEL, , , , 
7697,"[0.85039583983272093, 1.25933013096081]",0,TEL, , , , 
12238,"[1.40780868489866, 2.7446909028732205]",0,TEL,0.8608,0.85,133.4788,0.6857
