Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
3364,"[1.1994678374277199, 1.2914743190345901]",0,BCR, , , , 
907,"[0.673464873791499, 0.77126125460969408]",0,BCR,0.7333,0.3235,36.8921,0.1443
8661,"[0.63293579909168396, 0.95380495938893584]",0,E2A, , , , 
7853,"[0.77556124949477301, 0.96419469422827497]",0,E2A,0.963,0.6667,94.2306,0.3509
6119,"[1.01949002305289, 1.67188937659361]",0,Hyperdip, , , , 
12141,"[0.77907022457909092, 1.1155447101861298]",0,Hyperdip,0.9063,0.6744,111.4344,0.5775
4906,"[1.2300022943595501, 1.5772467702103501]",0,MLL, , , , 
5823,"[1.45692635291337, 1.7100723053749498]",0,MLL,0.9,0.439,61.0019,0.237
105,"[1.07526989308831, 1.78187096949604]",0,T,1.0,0.9348,144.8917,0.5649
7003,"[1.2615928081838501, 2.00548344392084]",0,TEL, , , , 
11231,"[1.11097914734626, 1.4933828642987401]",0,TEL,0.9241,0.7449,124.023,0.6739
