Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
5,"[15.938154360799999, 44.894902761600001]",0,car, , , , 
8,"[329.09064707660002, 656.76944940249996]",0,car, , , , 
6,"[35.602714538600004, 96.56336975100001]",0,car, , , , 
0,"[269.49594629180001, 551.87928739849997]",0,car,1.0,0.84,60.6717,0.6056
3,"[19.647669522899999, 89.558463454699989]",0,fad, , , , 
0,"[144.0, 355.0]",0,fad,1.0,0.3846,29.9963,0.3578
4,"[144.46651320320001, 5305.1232060810999]",0,mas, , , , 
6,"[17.868669509899998, 49.327861785900005]",0,mas,0.9444,0.4146,30.3521,0.3788
3,"[20.588524106800001, 53.599600020899999]",0,gla, , , , 
6,"[18.2264919281, 33.331142425500005]",0,gla,0.9375,0.75,48.095,0.4521
0,"[649.36939734789996, 1724.0898944486999]",0,con,1.0,0.7778,49.6459,0.4386
0,"[1600.0, 2800.0]",0,adi,1.0,0.9167,65.357,0.6422
