Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
6,"[35.602714538600004, 96.56336975100001]",0,car, , , , 
8,"[329.09064707660002, 656.76944940249996]",0,car,1.0,0.75,55.9119,0.5831
0,"[144.0, 355.0]",0,fad, , , , 
5,"[2.8698816682000001, 19.649050733399999]",0,fad,1.0,0.4054,31.5756,0.3685
4,"[144.46651320320001, 2741.0320443757]",0,mas, , , , 
6,"[9.1021757125999994, 49.327861785900005]",0,mas,0.9444,0.3696,26.4397,0.3467
6,"[18.2264919281, 33.331142425500005]",0,gla, , , , 
3,"[20.588524106800001, 53.599600020899999]",0,gla,0.9375,0.75,48.095,0.4521
0,"[649.36939734789996, 1647.9398111585999]",0,con,0.9286,0.9286,50.7071,0.4208
0,"[1600.0, 2800.0]",0,adi,1.0,0.9167,65.357,0.6422
