Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
8,"[329.09064707660002, 656.76944940249996]",0,car, , , , 
6,"[35.602714538600004, 96.56336975100001]",0,car, , , , 
0,"[269.49594629180001, 551.87928739849997]",0,car,1.0,0.7778,57.4393,0.5906
8,"[184.8170409368, 385.13345984230006]",0,fad, , , , 
7,"[20.759910397999999, 86.576561093500004]",0,fad, , , , 
3,"[28.593126134699997, 89.558463454699989]",0,fad,0.9333,0.5185,36.3611,0.3841
4,"[144.46651320320001, 5305.1232060810999]",0,mas, , , , 
6,"[9.1021757125999994, 49.327861785900005]",0,mas,1.0,0.383,29.2785,0.3781
8,"[124.97856100530001, 544.03941447130001]",0,gla, , , , 
6,"[18.2264919281, 33.331142425500005]",0,gla,0.9375,0.5769,40.2241,0.4179
0,"[649.36939734789996, 1724.0898944486999]",0,con,1.0,0.7778,49.6459,0.4386
0,"[1600.0, 2800.0]",0,adi,1.0,0.9167,65.357,0.6422
